dmrec,file,identifier,title,description,local_collection_name,local_collection_id,photographer,date,subject,location,resource_type,format,rights_statement,license,rights_holder,parents,institution,model,has_finding_aid,visibility,repository,full_size_download_allowed
,PHP395_UP_TnF_20240607_01.tif,PHP395_UP_TnF_20240607_01,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon 100 meter hurdles at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished eighth in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh85063165,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_02.tif,PHP395_UP_TnF_20240607_02,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon 100 meter hurdles at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished eighth in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh85063165,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_03.tif,PHP395_UP_TnF_20240607_03,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon 100 meter hurdles at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished sixth in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylo|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh85063165,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_04.tif,PHP395_UP_TnF_20240607_04,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon 100 meter hurdles at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished sixth in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylo|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh85063165,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_05.tif,PHP395_UP_TnF_20240607_05,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon high jump at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished 18th in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylor|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_06.tif,PHP395_UP_TnF_20240607_06,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon high jump at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished 18th in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylor|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_07.tif,PHP395_UP_TnF_20240607_07,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon high jump at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished sixth in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_08.tif,PHP395_UP_TnF_20240607_08,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon high jump at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished sixth in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_09.tif,PHP395_UP_TnF_20240607_09,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon high jump at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished sixth in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_10.tif,PHP395_UP_TnF_20240607_10,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams waiting her turn during the heptathlon shot put warmups at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished third in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85122085,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_11.tif,PHP395_UP_TnF_20240607_11,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek conferring with a coach during the heptathlon shot put warmups at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished ninth in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylor|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85122085,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_12.tif,PHP395_UP_TnF_20240607_12,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon shot put at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished third in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85122085,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_13.tif,PHP395_UP_TnF_20240607_13,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon shot put at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished third in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85122085,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_14.tif,PHP395_UP_TnF_20240607_14,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon shot put at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished ninth in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylor|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85122085,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_15.tif,PHP395_UP_TnF_20240607_15,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon shot put at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished ninth in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylor|http://id.loc.gov/authorities/subjects/sh85147726|http://id.loc.gov/authorities/subjects/sh99012467|http://id.loc.gov/authorities/subjects/sh85122085,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_16.tif,PHP395_UP_TnF_20240607_16,"Elliott Cook, 2024","Color photo of University of Oregon middle distance runner Elliott Cook (hip #10) during the 1500 meter run final at the NCAA championships on June 7, 2024 at Hayward Field. Cook finished second in the event.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/CookElliott|http://id.loc.gov/authorities/subjects/sh85115856|http://id.loc.gov/authorities/subjects/sh85115866,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_17.tif,PHP395_UP_TnF_20240607_17,"Elliott Cook, 2024","Color photo of University of Oregon middle distance runner Elliott Cook (hip #10) during the 1500 meter run final at the NCAA championships on June 7, 2024 at Hayward Field. Cook finished second in the event.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/CookElliott|http://id.loc.gov/authorities/subjects/sh85115856|http://id.loc.gov/authorities/subjects/sh85115866,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_18.tif,PHP395_UP_TnF_20240607_18,"Elliott Cook, 2024","Color photo of University of Oregon middle distance runner Elliott Cook (hip #10) during the 1500 meter run final at the NCAA championships on June 7, 2024 at Hayward Field. Cook finished second in the event.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/CookElliott|http://id.loc.gov/authorities/subjects/sh85115856|http://id.loc.gov/authorities/subjects/sh85115866,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_19.tif,PHP395_UP_TnF_20240607_19,"Annika Williams, 2024","Color photo of University of Oregon heptathlete Annika Williams during the heptathlon 200 meter dash at the NCAA championships on June 7, 2024 at Hayward Field. Williams finished 13th in the event, and eighth in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/WilliamsAnnika|http://id.loc.gov/authorities/subjects/sh97003632|http://id.loc.gov/authorities/subjects/sh85127031|http://id.loc.gov/authorities/subjects/sh85115866|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
,PHP395_UP_TnF_20240607_20.tif,PHP395_UP_TnF_20240607_20,"Taylor Chocek, 2024","Color photo of University of Oregon heptathlete Taylor Chocek during the heptathlon 200 meter dash at the NCAA championships on June 7, 2024 at Hayward Field. Chocek finished eighth in the event, and 15th in the heptathlon.",http://opaquenamespace.org/ns/localCollectionName/UniversityPhotosPaulHarveyIV,PH395 UP,http://opaquenamespace.org/ns/creator/HarveyPaulWIV,2024-06-07,http://opaquenamespace.org/ns/people/ChocekTaylor|http://id.loc.gov/authorities/subjects/sh97003632|http://id.loc.gov/authorities/subjects/sh85127031|http://id.loc.gov/authorities/subjects/sh85115866|http://id.loc.gov/authorities/subjects/sh99012467,https://sws.geonames.org/6545314/,http://purl.org/dc/dcmitype/Image,https://w3id.org/spar/mediatype/image/tiff,http://rightsstatements.org/vocab/InC/1.0/,http://creativecommons.org/licenses/by-nd/4.0/,"Harvey, Paul W., IV",uo-athletics,http://id.loc.gov/authorities/names/n80126183 ,Image,https://scua.uoregon.edu/repositories/2/resources/9512,open,http://id.loc.gov/authorities/names/no2003116678,0
